1462233883032,null,0,D202B31CD2C3,12.5,-1082,171,403
1462233883033,null,0,EB0BE26E8C52,12.5,-996,-157,-74
1462233883069,null,0,D202B31CD2C3,12.5,-1085,166,399
1462233883167,null,0,D202B31CD2C3,12.5,-1084,175,406
1462233883171,null,0,EB0BE26E8C52,12.5,-994,-154,-73
1462233883314,null,0,D202B31CD2C3,12.5,-1081,171,409
1462233883315,null,0,D202B31CD2C3,12.5,-1081,173,414
1462233883318,null,0,EB0BE26E8C52,12.5,-1000,-160,-73
1462233883320,null,0,EB0BE26E8C52,12.5,-992,-155,-71
1462233883414,null,0,D202B31CD2C3,12.5,-1081,178,411
1462233883417,null,0,EB0BE26E8C52,12.5,-996,-155,-66
1462233883462,null,0,D202B31CD2C3,12.5,-1079,173,428
1462233883516,null,0,EB0BE26E8C52,12.5,-995,-160,-72
1462233883560,null,0,D202B31CD2C3,12.5,-1080,172,432
1462233883564,null,0,EB0BE26E8C52,12.5,-994,-158,-69
1462233883657,null,0,D202B31CD2C3,12.5,-1075,163,415
1462233883661,null,0,EB0BE26E8C52,12.5,-992,-155,-70
1462233883714,null,0,D202B31CD2C3,12.5,-1085,173,416
1462233883759,null,0,EB0BE26E8C52,12.5,-996,-158,-73
1462233883800,null,0,D202B31CD2C3,12.5,-1080,166,410
1462233883853,null,0,EB0BE26E8C52,12.5,-997,-159,-70
1462233883899,null,0,D202B31CD2C3,12.5,-1083,169,403
1462233883902,null,0,EB0BE26E8C52,12.5,-993,-157,-70
1462233883947,null,0,D202B31CD2C3,12.5,-1089,172,398
1462233883951,null,0,EB0BE26E8C52,12.5,-997,-159,-72
1462233884045,null,0,D202B31CD2C3,12.5,-1089,172,395
1462233884050,null,0,EB0BE26E8C52,12.5,-995,-156,-72
1462233884095,null,0,D202B31CD2C3,12.5,-1087,172,399
1462233884151,null,0,EB0BE26E8C52,12.5,-996,-160,-75
1462233884195,null,0,D202B31CD2C3,12.5,-1090,164,393
1462233884203,null,0,EB0BE26E8C52,12.5,-997,-153,-64
1462233884292,null,0,D202B31CD2C3,12.5,-1089,172,388
1462233884298,null,0,EB0BE26E8C52,12.5,-996,-158,-66
1462233884341,null,0,D202B31CD2C3,12.5,-1091,168,392
1462233884394,null,0,EB0BE26E8C52,12.5,-994,-157,-71
1462233884439,null,0,D202B31CD2C3,12.5,-1089,165,397
1462233884444,null,0,EB0BE26E8C52,12.5,-994,-157,-70
1462233884552,null,0,EB0BE26E8C52,12.5,-997,-160,-74
1462233884583,null,0,D202B31CD2C3,12.5,-1086,158,403
1462233884587,null,0,EB0BE26E8C52,12.5,-996,-156,-70
1462233884678,null,0,D202B31CD2C3,12.5,-1085,161,410
1462233884684,null,0,EB0BE26E8C52,12.5,-995,-155,-64
1462233884726,null,0,D202B31CD2C3,12.5,-1084,157,387
1462233884780,null,0,EB0BE26E8C52,12.5,-991,-157,-68
1462233884824,null,0,D202B31CD2C3,12.5,-1086,156,405
1462233884829,null,0,EB0BE26E8C52,12.5,-993,-157,-77
1462233884921,null,0,D202B31CD2C3,12.5,-1084,161,398
1462233884970,null,0,D202B31CD2C3,12.5,-1090,156,403
1462233884975,null,0,EB0BE26E8C52,12.5,-998,-158,-71
1462233885024,null,1,EB0BE26E8C52,12.5,-992,-158,-68
1462233885067,null,1,D202B31CD2C3,12.5,-1091,150,410
1462233885073,null,1,EB0BE26E8C52,12.5,-993,-155,-71
1462233885116,null,1,D202B31CD2C3,12.5,-1080,144,410
1462233885170,null,1,EB0BE26E8C52,12.5,-994,-159,-68
1462233885214,null,1,D202B31CD2C3,12.5,-1085,145,412
1462233885267,null,1,EB0BE26E8C52,12.5,-995,-158,-65
1462233885311,null,1,D202B31CD2C3,12.5,-1075,140,400
1462233885316,null,1,EB0BE26E8C52,12.5,-994,-158,-73
1462233885360,null,1,D202B31CD2C3,12.5,-1080,151,402
1462233885457,null,1,D202B31CD2C3,12.5,-1045,159,388
1462233885462,null,1,EB0BE26E8C52,12.5,-991,-157,-72
1462233885555,null,1,D202B31CD2C3,12.5,-1100,226,403
1462233885560,null,1,EB0BE26E8C52,12.5,-995,-154,-72
1462233885604,null,1,D202B31CD2C3,12.5,-1090,245,368
1462233885657,null,1,EB0BE26E8C52,12.5,-994,-158,-68
1462233885701,null,1,D202B31CD2C3,12.5,-1094,253,397
1462233885706,null,1,EB0BE26E8C52,12.5,-993,-157,-68
1462233885750,null,1,D202B31CD2C3,12.5,-1046,260,384
1462233885804,null,1,EB0BE26E8C52,12.5,-997,-156,-70
1462233885847,null,1,D202B31CD2C3,12.5,-1058,266,387
1462233885901,null,1,EB0BE26E8C52,12.5,-994,-156,-67
1462233885945,null,1,D202B31CD2C3,12.5,-1054,262,418
1462233885950,null,1,EB0BE26E8C52,12.5,-995,-154,-69
1462233885994,null,1,D202B31CD2C3,12.5,-1072,267,383
1462233886047,null,1,EB0BE26E8C52,12.5,-993,-160,-73
1462233886091,null,1,D202B31CD2C3,12.5,-1293,207,393
1462233886096,null,1,EB0BE26E8C52,12.5,-993,-155,-76
1462233886189,null,1,D202B31CD2C3,12.5,-1286,23,321
1462233886193,null,1,EB0BE26E8C52,12.5,-993,-159,-68
1462233886238,null,1,D202B31CD2C3,12.5,-1070,-16,154
1462233886291,null,1,EB0BE26E8C52,12.5,-991,-158,-76
